Paper ID,Year,Authours,Title,Venue,Decision,Category,Priority,Notes,URL/DOI
MSBM4DXV,2010,"Shetty, Nikhil; Schwartz, Galina; Felegyhazi, Mark; Walrand, Jean",Competitive Cyber-Insurance and Internet Security,Economics of Information Security and Privacy,Exclude,,,Focuses on a non-compatible aspect of security economics.,10.1007/978-1-4419-6967-5_12
8BNNF4Y3,2010,"Frei, Stefan; Schatzmann, Dominik; Plattner, Bernhard; Trammell, Brian",Modeling the Security Ecosystem - The Dynamics of (In)Security,Economics of Information Security and Privacy,Exclude,,,Focuses on a non-compatible aspect of security economics.,10.1007/978-1-4419-6967-5_6
I6TJT6PG,2010,"Tatsumi, Ken-ichi; Goto, Makoto",Optimal Timing of Information Security Investment: A Real Options Approach,Economics of Information Security and Privacy,Exclude,,,Focuses on a non-compatible aspect of security economics.,10.1007/978-1-4419-6967-5_11
DE4IKBAM,2010,"Cezar, Asunur; Cavusoglu, Huseyin; Raghunathan, Srinivasan","Competition, Speculative Risks, and IT Security Outsourcing",Economics of Information Security and Privacy,Exclude,,,Focuses on a non-compatible aspect of security economics.,10.1007/978-1-4419-6967-5_15
U57M4C3T,,"Anderson, Ross; Moore, Tyler",The Economics of Information Security: A Survey and Open Questions,,Exclude,,,Focuses on a non-compatible aspect of security economics.,
PWXT97RJ,1989,"Orlandi, E.",Computer security economics,Proceedings. International Carnahan Conference on Security Technology,Exclude,,,Focuses on a non-compatible aspect of security economics.,https://ieeexplore.ieee.org/abstract/document/751963
KUVTKD8U,2015,"Kang, Mi-Hwa; Kim, Tae-Sung",Research Trends in Information Security Economics: Focused on the Articles Presented at WEIS,Journal of the Korea Institute of Information Security & Cryptology,Include,Security Economics,High,Review of WEIS articles from 2002-2014,https://koreascience.kr/article/JAKO201503340570285.page
5UVG4BFG,1991,"Orlandi, E.",The cost of security,Proceedings. 25th Annual 1991 IEEE International Carnahan Conference on Security Technology,Include,Security Economics,High,Foundational work. 34 years old at this point.,https://ieeexplore.ieee.org/abstract/document/202214
Will,2017,"Ngo, Chan Nam",The Seconomics (Security-Economics) Vulnerabilities of Decentralized Autonomous Organizations (Transcript of Discussion),Security Protocols XXV,Exclude,,,Focuses on a non-compatible aspect of security economics.,10.1007/978-3-319-71075-4_20
CWN2WR5Z,2023,"Ghosh, Soumyadeep; Bhaduri, Sourojit; Kumar, Sanjay; Verma, Janu; Katyal, Yatin; Saraswat, Ankur",A Semi-supervised Vulnerability Management System,Intelligent Systems and Applications,Exclude,,,Focuses on a non-compatible aspect of security.,10.1007/978-3-031-16072-1_7
P5VQLEHX,2021,"Schneier, Bruce",Invited Talk: The Coming AI Hackers,Cyber Security Cryptography and Machine Learning,Include,AI Security,High,Sets the scene for AI as the attacker.,10.1007/978-3-030-78086-9_26
IEIDIGUI,2018,"Augier, Mie",New Security Economics,The Palgrave Encyclopedia of Strategic Management,Exclude,,,Focuses on a non-compatible aspect of security economics.,https://link.springer.com/rwe/10.1057/978-1-137-00772-8_394
JHZUSTG9,2008,"Pasquinucci, Andrea",Economics of ICT security,Computer Fraud & Security,Exclude,,,Focuses on a non-compatible aspect of security economics.,https://www.sciencedirect.com/science/article/pii/S1361372308701234
NFML96CP,2024,"Gnitko, Kseniia",Systematic Overview of AI Security Standards,,Include,AI Security,High,Comprehensive taxonomy of AI security threats and analysis of existing AI security frameworks.,https://papers.ssrn.com/abstract=4922592
5JRXR9EN,2023,"Kalodanis, Konstantinos; Rizomiliotis, Panagiotis; Anagnostopoulos, Dimosthenis",European Artificial Intelligence Act: an AI security approach,Information & Computer Security,Include,AI Security,High,Analyses a regulatory bound environment (EU under the EU AI Act) in which analysis and mapping of security controls to threats to the Acts requirements is essential.,https://www.emerald.com/insight/content/doi/10.1108/ics-10-2022-0165/full/html
3KGBIQZI,2024,"Grosse, Kathrin; Bieringer, Lukas; Besold, Tarek R.; Biggio, Battista; Alahi, Alexandre",When Your AI Becomes a Target: AI Security Incidents and Best Practices,Proceedings of the AAAI Conference on Artificial Intelligence,Include,AI Security,High,"Analysis of real world AI systems attacks.Recent enough to be very relevant, and puts the information vacuum around AI security incidents into context with data.",https://ojs.aaai.org/index.php/AAAI/article/view/30347
JI7QUZ8K,2024,"Huang, Ken; Ponnapalli, Jyoti; Tantsura, Jeff; Shin, Kevin T.",Navigating the GenAI Security Landscape,Generative AI Security: Theories and Practices,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-54252-7_2
RR5HVWGQ,2024,"Huang, Ken; Goertzel, Ben; Wu, Daniel; Xie, Anita",GenAI Model Security,Generative AI Security: Theories and Practices,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-54252-7_6
W4T2HKPK,2024,"Huang, Ken; Huang, Grace; Duan, Yuyan; Hyun, Ju",Utilizing Prompt Engineering to Operationalize Cybersecurity,Generative AI Security: Theories and Practices,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-54252-7_9
AXG9RZ23,2024,"Huang, Ken; Joshi, Aditi; Dun, Sandy; Hamilton, Nick",AI Regulations,Generative AI Security: Theories and Practices,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-54252-7_3
CKCPQMKN,2024,"Huang, Ken; Manral, Vishwas; Wang, Wickey",From LLMOps to DevSecOps for GenAI,Generative AI Security: Theories and Practices,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-54252-7_8
LF6A53PR,2024,"Huang, Ken; Yeoh, John; Wright, Sean; Wang, Henry",Build Your Security Program for GenAI,Generative AI Security: Theories and Practices,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-54252-7_4
JTNR5MKG,2024,"Huang, Ken; Li, Yale; Thaine, Patricia",Use GenAI Tools to Boost Your Security Posture,Generative AI Security: Theories and Practices,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-54252-7_10
6WXUXQBS,2024,"Huang, Ken; Wang, Yang; Zhang, Xiaochen",Foundations of Generative AI,Generative AI Security: Theories and Practices,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-54252-7_1
8LK3V282,2024,"Huang, Ken; Huang, Jerry; Catteddu, Daniele",GenAI Data Security,Generative AI Security: Theories and Practices,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-54252-7_5
7VBR2CY7,2024,"Huang, Ken; Huang, Grace; Dawson, Adam; Wu, Daniel",GenAI Application Level Security,Generative AI Security: Theories and Practices,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-54252-7_7
NBBH8JV9,2024,"Zhu, Banghua; Mu, Norman; Jiao, Jiantao; Wagner, David",Generative AI Security: Challenges and Countermeasures,,Exclude,,,Focuses on a non-compatible aspect of AI security.,http://arxiv.org/abs/2402.12617
RL4R2BII,2024,"Washizaki, Hironori; Yoshioka, Nobukazu",AI Security Continuum: Concept and Challenges,Proceedings of the IEEE/ACM 3rd International Conference on AI Engineering - Software Engineering for AI,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://dl.acm.org/doi/10.1145/3644815.3644983
R97IXIUZ,2024,"Yazmyradov, Serdar; Lee, Hoon Jae","A Comprehensive Review of AI Security: Threats, Challenges, and Mitigation Strategies","International Journal of Internet, Broadcasting and Communication",Exclude,,,Focuses on a non-compatible aspect of AI security.,https://koreascience.kr/article/JAKO202435143294348.page
MX33M9FH,2024,"Santos, Omar; Radanliev, Petar","Beyond the Algorithm: AI, Security, Privacy, and Ethics",,Exclude,,,Focuses on a non-compatible aspect of AI security.,
JSQHVTQX,2025,"Narula, Sidhant; Ghasemigol, Mohammad; Carnerero-Cano, Javier; Minnich, Amanda; Lupu, Emil; Takabi, Daniel",Exploring Research and Tools in AI Security: A Systematic Mapping Study,IEEE Access,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://ieeexplore.ieee.org/abstract/document/10988535
MUMXWUDT,2019,"Chen, Tong; Liu, Jiqiang; Xiang, Yingxiao; Niu, Wenjia; Tong, Endong; Han, Zhen",Adversarial attack and defense in reinforcement learning-from AI security view,Cybersecurity,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1186/s42400-019-0027-x
PZD4AICB,2025,"Lin, Zhiqiang; Sun, Huan; Shroff, Ness",AI Safety vs. AI Security: Demystifying the Distinction and Boundaries,arxiv,Include,AI Security,High,AI Safety vs AI Security. ,http://arxiv.org/abs/2506.18932
R5SPVLUZ,2025,"Von Hippel, Max; Miyazono, Evan",Research Report: AI Security is a LangSec Problem,2025 IEEE Security and Privacy Workshops (SPW),Maybe,AI Security,Medium,Outlines security issues with LLMs using the umbrella term 'LangSec'.,https://ieeexplore.ieee.org/abstract/document/11050820
Z3ZGD48G,2024,"Wang, Weilin; Zhou, Huachun; Li, Man; Yan, Jingfu",An Autonomous Deployment Mechanism for AI Security Services,IEEE Access,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://ieeexplore.ieee.org/abstract/document/10371276
NKQGAIDX,2025,"Spelda, Petr; Stritecky, Vit",Security practices in AI development,AI & SOCIETY,Include,AI Security,High,Study of the current state of AI security in practice. Very recent. Good data.,https://doi.org/10.1007/s00146-025-02247-4
3C92PEU8,2024,"Raj, Rajendra K.; Gorka, Sandra; Sabin, Mihaela; Servin, Christian","AI, Security, and Society: Lessons From CS2023 For Information Technology Education",Proceedings of the 25th Annual Conference on Information Technology Education,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1145/3686852.3687077
7ZALFQA3,2021,"Hu, Yupeng; Kuang, Wenxin; Qin, Zheng; Li, Kenli; Zhang, Jiliang; Gao, Yansong; Li, Wenjia; Li, Keqin",Artificial Intelligence Security: Threats and Countermeasures,ACM Comput. Surv.,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1145/3487890
HYSIP7TS,2024,"Ward, Chris M.; Harguess, Josh; Tao, Julia; Christman, Daniel; Tan, Mike; Spicer, Paul",The AI security pyramid of pain,Assurance and Security for AI-enabled Systems,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13054/1305408/The-AI-security-pyramid-of-pain/10.1117/12.3025025.full
HGQVHI5B,2024,"Qi, Xiangyu; Huang, Yangsibo; Zeng, Yi; Debenedetti, Edoardo; Geiping, Jonas; He, Luxi; Huang, Kaixuan; Madhushani, Udari; Sehwag, Vikash; Shi, Weijia; Wei, Boyi; Xie, Tinghao; Chen, Danqi; Chen, Pin-Yu; Ding, Jeffrey; Jia, Ruoxi; Ma, Jiaqi; Narayanan, Arvind; Su, Weijie J.; Wang, Mengdi; Xiao, Chaowei; Li, Bo; Song, Dawn; Henderson, Peter; Mittal, Prateek",AI Risk Management Should Incorporate Both Safety and Security,arxiv,Exclude,,,Focuses on a non-compatible aspect of AI security.,http://arxiv.org/abs/2405.19524
UCD2CQL9,2024,"Bhardwaj, Vivek; Khan, Safdar Sardar; Singh, Gurpreet; Patil, Sunil; Kuril, Devendra; Nahar, Sarthak",Risks for Conversational AI Security,Conversational Artificial Intelligence,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394200801.ch32
HMMBIX6X,2024,"Raval, Khushi Jatinkumar; Jadav, Nilesh Kumar; Rathod, Tejal; Tanwar, Sudeep; Vimal, Vrince; Yamsani, Nagendar","A survey on safeguarding critical infrastructures: Attacks, AI security, and future directions",International Journal of Critical Infrastructure Protection,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://www.sciencedirect.com/science/article/pii/S1874548223000604
CHHIH9MU,2024,Adebola Folorunso; Adeola Adewa; Olufunbi Babalola; Chineme Edgar Nwatu,"A governance framework model for cloud computing: role of AI, security, compliance, and management",World Journal of Advanced Research and Reviews,Exclude,,,Focuses on a non-compatible aspect of security.,https://wjarr.com/node/16319
DP7TPVW9,2025,"Tallam, Krti",Security-First AI: Foundations for Robust and Trustworthy Systems,arxiv,Exclude,,,Focuses on a non-compatible aspect of AI security.,http://arxiv.org/abs/2504.16110
QAGTZ8P8,2025,"He, Yifeng; Wang, Ethan; Rong, Yuyang; Cheng, Zifei; Chen, Hao",Security of AI Agents,2025 IEEE/ACM International Workshop on Responsible AI Engineering (RAIE),Exclude,,,Focuses on a non-compatible aspect of AI security.,https://ieeexplore.ieee.org/abstract/document/11029384
HHRMS537,2025,"Sharma, Dilli Prasad; Habibi Lashkari, Arash; Firoozjaei, Mahdi Daghmehchi; Mahdavifar, Samaneh; Xiong, Pulei",AI in Security,"Understanding AI in Cybersecurity and Secure AI: Challenges, Strategies and Trends",Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-91524-6_3
5SWH698L,2024,"Galiautdinov, Rinat",Securing the Future of Artificial Intelligence: A Comprehensive Overview of AI Security Measures,The Use of Artificial Intelligence in Digital Marketing: Competitive Strategies and Tactics,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://www.igi-global.com/chapter/securing-the-future-of-artificial-intelligence/www.igi-global.com/chapter/securing-the-future-of-artificial-intelligence/334113
J3JD4DVZ,2025,"Sharma, Dilli Prasad; Habibi Lashkari, Arash; Firoozjaei, Mahdi Daghmehchi; Mahdavifar, Samaneh; Xiong, Pulei",AI Security and Privacy,"Understanding AI in Cybersecurity and Secure AI: Challenges, Strategies and Trends",Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-91524-6_8
T3ZRWEG6,2024,"Aly, Sherif G.; Becker, Brett A.; Kumar, Amruth N.; Raj, Rajendra K.","Computer Science Curricula 2023 (CS2023): Rising to the Challenges of Change in AI, Security, and Society",Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 2,Exclude,,,Focuses on a non-compatible aspect of AI.,https://doi.org/10.1145/3649405.3659537
4X3JIW6F,2024,"Tuovinen, Lauri; Halunen, Kimmo","What Is an AI Vulnerability, and Why Should We Care? Unpacking the Relationship Between AI Security and AI Ethics",,Include,AI Security,High,Research of AI security incidents and meta-analysis,https://oulurepo.oulu.fi/handle/10024/53775
5PBGWJC4,2025,"Sharma, Dilli Prasad; Habibi Lashkari, Arash; Firoozjaei, Mahdi Daghmehchi; Mahdavifar, Samaneh; Xiong, Pulei","AI Security Challenges, Opportunities and Future Work","Understanding AI in Cybersecurity and Secure AI: Challenges, Strategies and Trends",Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-91524-6_12
ULEVI3G2,2024,"Habbal, Adib; Ali, Mohamed Khalif; Abuzaraida, Mustafa Ali","Artificial Intelligence Trust, Risk and Security Management (AI TRiSM): Frameworks, applications, challenges and future research directions",Expert Systems with Applications,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://www.sciencedirect.com/science/article/pii/S0957417423029445
2UQZU3YC,2024,"Sai, Siva; Yashvardhan, Utkarsh; Chamola, Vinay; Sikdar, Biplab","Generative AI for Cyber Security: Analyzing the Potential of ChatGPT, DALL-E, and Other Models for Enhancing the Security Space",IEEE Access,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://ieeexplore.ieee.org/abstract/document/10491270
BV9XS2Q3,2024,Adebola Folorunso; Temitope Adewumi; Adeola Adewa; Roy Okonkwo; Tayo Nathaniel Olawumi,Impact of AI on cybersecurity and security compliance,Global Journal of Engineering and Technology Advances,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://gjeta.com/node/1996
GYR7LISB,2024,"Huang, Ken; Goertzel, Ben; Wu, Daniel; Xie, Anita",GenAI Model Security,Generative AI Security: Theories and Practices,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://doi.org/10.1007/978-3-031-54252-7_6
M7FB4DBY,2024,"Singh, Kamal; Saxena, Rohit; Kumar, Brijesh",AI Security: Cyber Threats and Threat-Informed Defense,2024 8th Cyber Security in Networking Conference (CSNet),Exclude,,,Focuses on a non-compatible aspect of AI security.,https://ieeexplore.ieee.org/abstract/document/10851770
F5Y8LD5V,2025,"Bieringer, Lukas; Paeth, Kevin; Stängler, Jochen; Wespi, Andreas; Alahi, Alexandre; Grosse, Kathrin",Position: A taxonomy for reporting and describing AI security incidents,,Exclude,,,Focuses on a non-compatible aspect of AI security.,http://arxiv.org/abs/2412.14855
6TNWRC4I,2023,"Park, Yong Jin; Jones-Jang, S. Mo","Surveillance, security, and AI as technological acceptance",AI & SOCIETY,Exclude,,,Focuses on a non-compatible aspect of AI.,https://ieeexplore.ieee.org/abstract/document/10542982
F4KAVJAQ,2023,"Alhajeri, Amna Ali Abdulla Mohammed Almakki; Safian, Edie Ezwan Mohd",Factors of the Use of AI Technology Influencing Community Security in UAE,International Journal of Sustainable Construction Engineering and Technology,Exclude,,,Focuses on a non-compatible aspect of AI.,https://publisher.uthm.edu.my/ojs/index.php/IJSCET/article/view/15318
5BGWPAZZ,2024,"Akhtar, Zarif Bin; Rawol, Ahmed Tajbiul",Enhancing Cybersecurity through AI-Powered Security Mechanisms,IT Journal Research and Development,Exclude,,,Focuses on a non-compatible aspect of AI.,https://journal.uir.ac.id/index.php/ITJRD/article/view/16852
K74S8MTJ,2023,"Demontis, Ambra; Pintor, Maura; Demetrio, Luca; Sotgiu, Angelo; Angioni, Daniele; Piras, Giorgio; Gupta, Srishti; Biggio, Battista; Roli, Fabio",AI Security and Safety: The PRALab Research Experience,,Exclude,,,Focuses on a non-compatible aspect of AI.,https://iris.unica.it/handle/11584/377243
WT5ZMWEW,2024,"Vadisetty, Rahul",The Effects of Cyber Security Attacks on Data Integrity in AI,2024 International Conference on Intelligent Computing and Emerging Communication Technologies (ICEC),Exclude,,,Focuses on a non-compatible aspect of AI.,https://ieeexplore.ieee.org/abstract/document/10837148
CQTQN7ZC,2025,"Alvi, Shaista",Adversarial Attacks on AI Security Systems: Investigating the Vulnerability of AI-Powered Security Solutions,Handbook of AI-Driven Threat Detection and Prevention,Exclude,,,Focuses on a non-compatible aspect of AI security.,
AV9XTQA7,2023,"Hu, Fei; Hei, Xiali","AI, Machine Learning and Deep Learning: A Security Perspective",,Exclude,,,Focuses on a non-compatible aspect of AI security.,
DIXW5JC3,2023,"Kahila, Juho; Jormanainen, Ilkka; Pope, Nicolas; Vartiainen, Henriikka; Tedre, Matti",Generation AI: AI Education for the Security Mindset (GenAI),,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://www.learntechlib.org/primary/p/221847/
NZMX8RJS,2011,"Rose, Chris; Gordon, Jean",Internet Security And The Tragedy Of The Commons,Journal of Business & Economics Research (JBER),Exclude,,,Focuses on a non-compatible aspect of security.,https://clutejournals.com/index.php/JBER/article/view/3070
33RUKHDX,2009,"Cárdenas, Alvaro; Radosavac, Svetlana; Grossklags, Jens; Chuang, John; Hoofnagle, Chris Jay",An Economic Map of Cybercrime,,Exclude,,,Focuses on a non-compatible aspect of security.,https://papers.ssrn.com/abstract=1997795
AFUA3GI2,,"Bohme, Rainer; Schwartz, Galina",Modeling Cyber-Insurance: Towards A Unifying Framework,,Exclude,,,Focuses on a non-compatible aspect of cybersecurity insurance.,
EJUFZJTZ,2009,"Kim, Byung Cho; Chen, Pei-yu; Mukhopadhyay, Tridas",An Economic Analysis of the Software Market with a Risk-Sharing Mechanism,International Journal of Electronic Commerce,Exclude,,,Focuses on a non-compatible aspect of security.,https://doi.org/10.2753/JEC1086-4415140201
2BQ558C9,2019,"Dahiya, Amrita; Gupta, B. B.",Importance of providing Incentives and economic Solutions in It Security,Machine Learning for Computer and Cyber Security,Maybe,Security Economics,Medium,Analysis of incentives for actors in the landscape to share threat information and up- and downstream effects of sharing and not sharing.,
YFCWN4JH,,"Dey, Debabrata; Zhang, Guoying",Impact of Network Externality in the Security Software Market,,Exclude,,,Focuses on a non-compatible aspect of security.,
MIIDSU8R,2001,"Anderson, R.",Why information security is hard - an economic perspective,Seventeenth Annual Computer Security Applications Conference,Include,Security Economics,High,Pragmatic view of the reality of security through an economic lens. Foundational work.,https://ieeexplore.ieee.org/abstract/document/991552
I4GLK9FV,2005,"Camp, L. Jean",The State of Economics of Information Security,I/S: A Journal of Law and Policy for the Information Society,Exclude,,,"Too old to be useful for a 'state of' work, in my context.",https://heinonline.org/HOL/Page?handle=hein.journals/isjlpsoc2&id=221&div=&collection=
MPV5VCCH,2009,"Howard, Rick","Cyber Fraud: Tactics, Techniques and Procedures",,Exclude,,,"Too old to be useful for a 'state of' work, in my context.",
J5ILSGAP,2024,"Sun, Yiwei; Zhang, Wenyunjin; Cai, Zexin",Challenges and Implications of AI in Digital Security,"Advances in Economics, Management and Political Sciences",Exclude,,,Focuses on a non-compatible aspect of security.,https://www.ewadirect.com/proceedings/aemps/article/view/13490
WECTI2YV,2025,"Guo, Xiaotong; He, Yong; Ignatius, Joshua","Optimal security and pricing strategies for AI cloud service providers: Balancing effort and price discounts across public, private, and hybrid AI cloud models",International Journal of Production Economics,Include,Security Economics,High,"Analysis and study of AI security in cloud providers, and economics of multiple types of AI deployments - public cloud, hybrid, private cloud.",https://www.sciencedirect.com/science/article/pii/S0925527325000908
9CE9ZWPS,2023,"Kumar, V.Monish; Vishwakarma, S. Vishal",Data Privacy and Security in AI: Building Trust with Chennai Customers,Journal of Development Economics and Management Research Studies,Exclude,,,Focuses on a non-compatible aspect of AI security.,https://www.cdes.org.in/wp-content/uploads/2024/01/V.Monish-kumar-and-S.-Vishal-Vishwakarma.pdf
MRDAV6CC,2024,"Gao, Mayuting",Obstacles and Impacts of Artificial Intelligence in Digital Security,"Advances in Economics, Management and Political Sciences",Exclude,,,Focuses on a non-compatible aspect of AI in security.,https://www.ewadirect.com/proceedings/aemps/article/view/13574
2SXEDZ6V,2024,"Jingrong, He; Shan, Huang; Zhaobin, Cheng; Yu, Liang; Yingying, Liu",AI-Driven Digital Transformation in Banking: A New Perspective on Operational Efficiency and Risk Management,Information Systems and Economics,Exclude,,,Focuses on a non-compatible aspect of AI.,http://www.clausiuspress.com/article/11088.html#abstract
LJ2AXDRS,2024,"Hao, Lu",Research on the Influence of AI Technology and Optimization Strategy on the Chinese Manufacturing Enterprises about Digital Transformation,"Advances in Economics, Management and Political Sciences",Exclude,,,Focuses on a non-compatible aspect of AI.,https://www.ewadirect.com/proceedings/aemps/article/view/16235
7UC7U9XD,2024,"McKnight, Mark A.; Gilstrap, Cristina M.; Gilstrap, Curt A.; Bacic, Dinko; Shemroske, Kenneth; Srivastava, Srishti","Generative Artificial Intelligence in Applied Business Contexts: A Systematic Review, Lexical Analysis, and Research Framework",Journal of Applied Business and Economics,Exclude,,,Focuses on a non-compatible aspect of AI.,https://articlegateway.com/index.php/JABE/article/view/7040
SQVBPM7G,2024,"Rolando, Benediktus; Mulyono, Herry",Managing Risks In Fintech: Applications And Challenges Of Artificial Intelligence-Based Risk Management,Economics and Business Journal (ECBIS),Exclude,,,Focuses on a non-compatible aspect of AI.,https://ecbis.net/index.php/go/article/view/127
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
